Episode,Reward,Length,TotalSteps
958,66.481811,200,191801
959,68.669101,200,192001
960,68.321541,200,192201
961,69.809532,200,192401
962,68.431743,200,192601
963,67.081146,200,192801
964,68.418394,200,193001
965,69.453758,200,193201
966,66.224487,200,193401
967,68.280872,200,193601
968,68.212453,200,193801
969,68.47557,200,194001
970,66.417164,200,194201
971,67.708057,200,194401
972,68.269804,200,194601
973,68.665962,200,194801
974,66.684755,200,195001
975,68.755373,200,195201
976,69.293409,200,195401
977,68.655897,200,195601
978,68.779213,200,195801
979,67.247998,200,196001
980,66.905398,200,196201
981,67.455551,200,196401
982,67.875352,200,196601
983,68.198133,200,196801
984,69.600867,200,197001
985,68.019768,200,197201
986,68.469644,200,197401
987,66.559389,200,197601
988,68.41727,200,197801
989,68.766102,200,198001
990,68.362711,200,198201
991,67.070376,200,198401
992,68.923744,200,198601
993,68.665528,200,198801
994,69.065033,200,199001
995,68.455039,200,199201
996,66.636966,200,199401
997,68.779915,200,199601
998,68.675514,200,199801
999,68.741797,200,200001
1000,68.780597,200,200201
1001,67.535752,200,200401
1002,68.074264,200,200601
1003,67.733276,200,200801
1004,69.022642,200,201001
1005,68.539593,200,201201
1006,68.689147,200,201401
1007,67.939678,200,201601
1008,69.43787,200,201801
1009,69.528161,200,202001
1010,67.582097,200,202201
1011,68.139258,200,202401
1012,68.705682,200,202601
1013,69.15391,200,202801
1014,68.562623,200,203001
1015,68.326441,200,203201
1016,68.554997,200,203401
1017,68.753426,200,203601
1018,68.312609,200,203801
1019,68.905171,200,204001
1020,68.535895,200,204201
1021,68.017808,200,204401
1022,69.073001,200,204601
1023,68.03673,200,204801
1024,68.560417,200,205001
1025,69.406211,200,205201
1026,68.693955,200,205401
1027,67.305104,200,205601
1028,68.117261,200,205801
1029,67.542793,200,206001
1030,67.369798,200,206201
1031,66.975585,200,206401
1032,69.360638,200,206601
1033,69.211694,200,206801
1034,68.279516,200,207001
1035,67.951495,200,207201
1036,68.786688,200,207401
1037,68.018445,200,207601
1038,68.196744,200,207801
1039,69.067292,200,208001
1040,68.943244,200,208201
1041,67.89692,200,208401
1042,68.321313,200,208601
1043,68.550713,200,208801
1044,68.914677,200,209001
1045,68.035044,200,209201
1046,68.115264,200,209401
1047,66.417404,200,209601
