Episode,Reward,Length,TotalSteps
1057,0.025067,4,7250
1058,-0.055841,2,7252
1059,-0.385252,6,7258
1060,0.041022,7,7265
1061,-0.322393,6,7271
1062,-0.392313,6,7277
1063,0.060005,11,7288
1064,-0.397362,3,7291
1065,-0.033828,3,7294
1066,-0.018313,2,7296
1067,-0.008742,1,7297
1068,0.001967,7,7304
1069,0.079656,5,7309
1070,-0.355076,6,7315
1071,0.046426,4,7319
1072,0.060373,7,7326
1073,0.071092,5,7331
1074,-0.762179,4,7335
1075,-0.709477,6,7341
1076,0.016475,3,7344
1077,-0.826517,7,7351
1078,-0.255512,11,7362
1079,0.033509,7,7369
1080,-0.357046,3,7372
1081,-0.012984,3,7375
1082,-1.553732,7,7382
1083,-0.364784,8,7390
1084,0.070468,10,7400
1085,0.051157,4,7404
1086,0.018898,2,7406
1087,-0.242051,10,7416
1088,0.004758,2,7418
1089,0.09223,10,7428
1090,0.106121,11,7439
1091,-1.501671,11,7450
1092,-0.011088,5,7455
